ticket_id,account_id,rep_id,opened_date,closed_date,priority,category,subject,description,resolution_notes,csat_score,resolution_hours,escalated,product_line
TKT-0000127,ACC-00361,REP-008,2024-03-07,2024-03-20,P3,Bug,Issue with Billing - ref 127,Dashboard loading extremely slow after latest update. Users unable to access reports.,RLS policy configured correctly. Documentation updated for future reference.,1,546,N,Platform License
TKT-0000128,ACC-00220,REP-013,2025-03-17,2025-03-28,P4,Performance,Issue with Bug - ref 128,Need help configuring row-level security for multi-tenant environment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",3,590,N,Security Package
TKT-0000129,ACC-00046,REP-014,2025-03-01,2025-03-24,P1,Feature Request,Issue with Billing - ref 129,System performance degraded significantly during end-of-month close process.,RLS policy configured correctly. Documentation updated for future reference.,5,371,Y,Security Package
TKT-0000130,ACC-00382,REP-011,2025-03-21,,P2,Performance,Issue with Training - ref 130,Invoice amount does not match contracted rate. Please review attachment.,,,,Y,Platform License
TKT-0000131,ACC-00464,REP-012,2024-09-28,2024-10-15,P3,Integration,Issue with Training - ref 131,Invoice amount does not match contracted rate. Please review attachment.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,1,199,N,Data Integration Suite
TKT-0000132,ACC-00079,REP-003,2024-04-11,2024-04-17,P2,Training,Issue with Integration - ref 132,Automated reports not sending to correct distribution list after migration.,Distribution list updated and tested. All reports sending correctly.,5,617,N,Data Integration Suite
TKT-0000133,ACC-00078,REP-015,2025-03-18,2025-04-08,P1,Billing,Issue with Billing - ref 133,Requesting bulk user provisioning feature for enterprise onboarding.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,5,324,Y,Data Integration Suite
TKT-0000134,ACC-00237,REP-015,2024-09-16,2024-09-19,P1,Bug,Issue with Performance - ref 134,Requesting bulk user provisioning feature for enterprise onboarding.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,1,318,N,Security Package
TKT-0000135,ACC-00489,REP-002,2024-10-24,,P4,Training,Issue with Access - ref 135,Cannot connect Snowflake integration. Authentication keeps timing out.,,,,N,Security Package
TKT-0000136,ACC-00231,REP-004,2024-09-13,2024-09-18,P3,Integration,Issue with Bug - ref 136,Machine learning model predictions diverging significantly from actuals.,Billing team confirmed rate discrepancy. Credit issued to account.,1,64,N,Security Package
TKT-0000137,ACC-00313,REP-006,2024-08-12,2024-08-29,P3,Performance,Issue with Performance - ref 137,Need help configuring row-level security for multi-tenant environment.,RLS policy configured correctly. Documentation updated for future reference.,3,536,Y,Data Integration Suite
TKT-0000138,ACC-00286,REP-013,2024-02-03,2024-02-14,P3,Performance,Issue with Integration - ref 138,System performance degraded significantly during end-of-month close process.,Billing team confirmed rate discrepancy. Credit issued to account.,3,97,Y,Analytics Module
TKT-0000139,ACC-00496,REP-013,2025-04-14,2025-04-26,P2,Access,Issue with Integration - ref 139,Data pipeline failing silently. No error logs visible in monitoring console.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,5,318,N,Data Integration Suite
TKT-0000140,ACC-00344,REP-017,2025-02-20,,P1,Integration,Issue with Integration - ref 140,Need help configuring row-level security for multi-tenant environment.,,,,N,Platform License
TKT-0000141,ACC-00487,REP-007,2024-07-04,2024-07-14,P3,Training,Issue with Billing - ref 141,Cannot connect Snowflake integration. Authentication keeps timing out.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,2,185,N,Platform License
TKT-0000142,ACC-00260,REP-018,2024-05-31,2024-06-28,P1,Integration,Issue with Performance - ref 142,System performance degraded significantly during end-of-month close process.,Billing team confirmed rate discrepancy. Credit issued to account.,5,104,N,Analytics Module
TKT-0000143,ACC-00395,REP-006,2024-03-24,2024-03-30,P4,Bug,Issue with Billing - ref 143,API rate limits causing production failures during peak business hours.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,4,710,N,Security Package
TKT-0000144,ACC-00159,REP-016,2024-04-29,2024-05-17,P2,Performance,Issue with Integration - ref 144,System performance degraded significantly during end-of-month close process.,Distribution list updated and tested. All reports sending correctly.,4,245,N,Security Package
TKT-0000145,ACC-00215,REP-006,2024-09-14,,P2,Training,Issue with Access - ref 145,Invoice amount does not match contracted rate. Please review attachment.,,,,N,Platform License
TKT-0000146,ACC-00284,REP-004,2024-11-24,2024-12-10,P1,Performance,Issue with Bug - ref 146,Invoice amount does not match contracted rate. Please review attachment.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,4,381,N,Security Package
TKT-0000147,ACC-00419,REP-015,2024-02-16,2024-03-17,P3,Bug,Issue with Billing - ref 147,Dashboard loading extremely slow after latest update. Users unable to access reports.,RLS policy configured correctly. Documentation updated for future reference.,5,228,N,Analytics Module
TKT-0000148,ACC-00115,REP-001,2024-07-16,2024-07-19,P3,Bug,Issue with Training - ref 148,API rate limits causing production failures during peak business hours.,Billing team confirmed rate discrepancy. Credit issued to account.,2,384,Y,Data Integration Suite
TKT-0000149,ACC-00357,REP-005,2025-04-14,2025-05-11,P4,Billing,Issue with Access - ref 149,Dashboard loading extremely slow after latest update. Users unable to access reports.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,1,484,N,Analytics Module
TKT-0000150,ACC-00281,REP-017,2025-03-03,,P4,Bug,Issue with Training - ref 150,Requesting bulk user provisioning feature for enterprise onboarding.,,,,N,Data Integration Suite
TKT-0000151,ACC-00215,REP-015,2024-03-03,2024-03-05,P1,Bug,Issue with Training - ref 151,Automated reports not sending to correct distribution list after migration.,Identified bottleneck in reporting query. Optimized with clustering key.,5,245,Y,Analytics Module
TKT-0000152,ACC-00220,REP-001,2025-01-02,2025-01-07,P3,Feature Request,Issue with Access - ref 152,Need help configuring row-level security for multi-tenant environment.,Billing team confirmed rate discrepancy. Credit issued to account.,1,299,N,Platform License
TKT-0000153,ACC-00260,REP-017,2025-05-03,2025-05-20,P1,Billing,Issue with Training - ref 153,Automated reports not sending to correct distribution list after migration.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",4,558,N,Data Integration Suite
TKT-0000154,ACC-00404,REP-003,2025-01-17,2025-01-18,P3,Feature Request,Issue with Integration - ref 154,Data pipeline failing silently. No error logs visible in monitoring console.,Identified bottleneck in reporting query. Optimized with clustering key.,3,366,N,Platform License
TKT-0000155,ACC-00174,REP-006,2024-06-29,,P4,Integration,Issue with Billing - ref 155,Invoice amount does not match contracted rate. Please review attachment.,,,,N,Platform License
TKT-0000156,ACC-00019,REP-010,2025-01-01,2025-01-26,P2,Bug,Issue with Training - ref 156,Cannot connect Snowflake integration. Authentication keeps timing out.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",3,469,N,Security Package
TKT-0000157,ACC-00130,REP-002,2025-02-21,2025-03-11,P2,Performance,Issue with Performance - ref 157,Dashboard loading extremely slow after latest update. Users unable to access reports.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",3,485,Y,Data Integration Suite
TKT-0000158,ACC-00381,REP-015,2024-08-11,2024-09-09,P4,Performance,Issue with Feature Request - ref 158,Automated reports not sending to correct distribution list after migration.,Distribution list updated and tested. All reports sending correctly.,3,410,N,Platform License
TKT-0000159,ACC-00221,REP-006,2025-01-07,2025-01-21,P3,Performance,Issue with Bug - ref 159,Data pipeline failing silently. No error logs visible in monitoring console.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",3,81,N,Security Package
TKT-0000160,ACC-00219,REP-006,2024-11-04,,P4,Performance,Issue with Billing - ref 160,Dashboard loading extremely slow after latest update. Users unable to access reports.,,,,N,Security Package
TKT-0000161,ACC-00039,REP-013,2024-05-20,2024-06-10,P3,Access,Issue with Training - ref 161,Invoice amount does not match contracted rate. Please review attachment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,59,N,Platform License
TKT-0000162,ACC-00399,REP-012,2024-03-05,2024-03-08,P3,Billing,Issue with Access - ref 162,Dashboard loading extremely slow after latest update. Users unable to access reports.,Identified bottleneck in reporting query. Optimized with clustering key.,2,242,N,Data Integration Suite
TKT-0000163,ACC-00294,REP-005,2024-07-09,2024-07-24,P3,Billing,Issue with Performance - ref 163,Requesting bulk user provisioning feature for enterprise onboarding.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,1,79,Y,Analytics Module
TKT-0000164,ACC-00468,REP-018,2024-09-12,2024-09-29,P1,Performance,Issue with Training - ref 164,Requesting bulk user provisioning feature for enterprise onboarding.,Distribution list updated and tested. All reports sending correctly.,2,397,N,Security Package
TKT-0000165,ACC-00070,REP-003,2024-04-12,,P4,Feature Request,Issue with Integration - ref 165,Automated reports not sending to correct distribution list after migration.,,,,Y,Data Integration Suite
TKT-0000166,ACC-00282,REP-018,2024-12-07,2024-12-19,P3,Performance,Issue with Training - ref 166,Invoice amount does not match contracted rate. Please review attachment.,Billing team confirmed rate discrepancy. Credit issued to account.,3,67,N,Platform License
TKT-0000167,ACC-00122,REP-016,2024-04-12,2024-05-08,P1,Performance,Issue with Access - ref 167,System performance degraded significantly during end-of-month close process.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",4,143,N,Platform License
TKT-0000168,ACC-00368,REP-016,2024-02-03,2024-02-13,P4,Training,Issue with Billing - ref 168,System performance degraded significantly during end-of-month close process.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,2,408,N,Platform License
TKT-0000169,ACC-00265,REP-012,2024-08-18,2024-09-02,P2,Training,Issue with Training - ref 169,Machine learning model predictions diverging significantly from actuals.,Identified bottleneck in reporting query. Optimized with clustering key.,2,697,N,Security Package
TKT-0000170,ACC-00445,REP-002,2024-09-14,,P1,Access,Issue with Feature Request - ref 170,Requesting bulk user provisioning feature for enterprise onboarding.,,,,N,Analytics Module
TKT-0000171,ACC-00178,REP-017,2024-06-14,2024-07-14,P3,Training,Issue with Bug - ref 171,Requesting bulk user provisioning feature for enterprise onboarding.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,5,231,N,Analytics Module
TKT-0000172,ACC-00274,REP-003,2024-11-16,2024-11-26,P2,Access,Issue with Access - ref 172,Invoice amount does not match contracted rate. Please review attachment.,Billing team confirmed rate discrepancy. Credit issued to account.,5,630,N,Platform License
TKT-0000173,ACC-00042,REP-002,2025-02-26,2025-03-26,P3,Integration,Issue with Feature Request - ref 173,System performance degraded significantly during end-of-month close process.,RLS policy configured correctly. Documentation updated for future reference.,5,30,Y,Security Package
TKT-0000174,ACC-00149,REP-010,2025-03-31,2025-04-21,P4,Feature Request,Issue with Training - ref 174,Need help configuring row-level security for multi-tenant environment.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,4,559,Y,Platform License
TKT-0000175,ACC-00213,REP-016,2024-03-21,,P4,Feature Request,Issue with Performance - ref 175,System performance degraded significantly during end-of-month close process.,,,,N,Data Integration Suite
TKT-0000176,ACC-00376,REP-012,2025-03-17,2025-04-09,P4,Feature Request,Issue with Training - ref 176,API rate limits causing production failures during peak business hours.,Model retrained with updated feature set. Accuracy improved to 94%.,5,327,Y,Data Integration Suite
TKT-0000177,ACC-00137,REP-015,2024-05-03,2024-05-18,P2,Feature Request,Issue with Bug - ref 177,Dashboard loading extremely slow after latest update. Users unable to access reports.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,4,126,N,Analytics Module
TKT-0000178,ACC-00417,REP-011,2025-05-07,2025-06-04,P3,Feature Request,Issue with Training - ref 178,Invoice amount does not match contracted rate. Please review attachment.,Distribution list updated and tested. All reports sending correctly.,5,164,N,Security Package
